adresse_code,patient_code,pays_code,ville,code_postal,rue,numero_rue,date_debut_validite,date_fin_validite,date_creation,date_derniere_modification
ADR_0002975,PAT_01465,FR,Sainte Benoîtboeuf,94578,rue Gabrielle Aubert,137,1985-07-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002976,PAT_01466,CH,Saint Henrinec,4926,chemin Boutin,86,1960-10-26,1965-08-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002977,PAT_01466,CH,Monniernec,5439,chemin Juliette Courtois,175,1966-05-30,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002978,PAT_01467,CH,Sainte RichardVille,2861,rue de Devaux,145,1990-06-16,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002979,PAT_01468,DE,Benard-la-Forêt,24749,rue Laurence Pires,10,1959-10-02,1963-07-06,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002980,PAT_01468,CH,Didier,4834,rue de Torres,176,1964-06-10,1969-02-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002981,PAT_01468,IT,Fleury,22864,avenue de Schneider,92,1969-10-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002982,PAT_01469,CH,GeorgesVille,1840,avenue Alex Brunet,105,1979-12-10,1982-07-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002983,PAT_01469,DE,Leroy,55422,rue de Guichard,128,1983-03-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002984,PAT_01470,FR,Robert-la-Forêt,76833,avenue Franck Alves,170,2003-11-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002985,PAT_01471,DE,Saint Guillaume,73304,rue de Daniel,25,1972-09-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002986,PAT_01472,CH,Sainte Anastasie,3541,chemin de Mallet,140,1970-04-15,1972-07-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002987,PAT_01472,DE,Lefèvreboeuf,23242,chemin Maurice,168,1972-10-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002988,PAT_01473,DE,Sainte Lucy,46719,avenue Aurélie Boulanger,172,1989-04-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002989,PAT_01474,CH,Tanguy-sur-Mer,1251,boulevard Martine Menard,25,1984-05-04,1986-01-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002990,PAT_01474,DE,Pereira-sur-Marion,94130,avenue René Jean,183,1986-09-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002991,PAT_01475,IT,FernandesVille,33590,rue de Germain,124,1953-08-21,1955-10-12,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002992,PAT_01475,CH,Perez,3156,boulevard de Foucher,96,1956-07-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002993,PAT_01476,DE,MoreauBourg,86230,rue Pineau,147,2016-03-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002994,PAT_01477,FR,Maillarddan,35260,chemin Lemoine,128,2000-04-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002995,PAT_01478,CH,Parent,6341,rue de Roy,173,1970-05-05,1975-03-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002996,PAT_01478,CH,Saint DenisVille,6122,avenue Jourdan,147,1975-07-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002997,PAT_01479,FR,Ledoux-les-Bains,51441,avenue Lebreton,35,1970-01-17,1973-09-12,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002998,PAT_01479,IT,Lefort,32076,rue de Vasseur,127,1973-12-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0002999,PAT_01480,IT,Robert,78917,boulevard de Berger,174,2014-09-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003000,PAT_01481,DE,Sainte Alexandrie-les-Bains,12865,avenue Joubert,132,2007-06-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003001,PAT_01482,FR,Saint Thierry,95506,rue Susanne Pierre,52,1995-03-22,1996-06-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003002,PAT_01482,FR,Buisson,69820,chemin Luce Brunet,8,1997-01-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003003,PAT_01483,FR,Delattre,44757,avenue Françoise Carlier,124,1975-05-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003004,PAT_01484,DE,SamsonVille,81922,chemin de Lenoir,168,2020-06-22,2021-11-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003005,PAT_01484,IT,Saint Benoît,38580,chemin de Berthelot,77,2022-09-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003006,PAT_01485,IT,Descamps-sur-Marty,15953,rue de Devaux,10,1959-08-20,1961-12-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003007,PAT_01485,DE,Sainte Charlotteboeuf,34330,rue Bouvier,5,1962-06-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003008,PAT_01486,FR,Louis,70791,boulevard de Lagarde,74,2004-12-26,2008-08-15,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003009,PAT_01486,FR,De Sousa,15485,rue de Vaillant,2,2009-05-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003010,PAT_01487,IT,Sainte Cécile,97306,chemin de Legendre,167,2002-01-11,2004-11-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003011,PAT_01487,CH,Sainte ÉléonoreBourg,5731,rue Théodore Dupuy,170,2005-05-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003012,PAT_01488,CH,CordierBourg,6891,boulevard de Leblanc,125,1998-11-29,2000-01-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003013,PAT_01488,DE,Masson,17172,rue Auguste Bernard,7,2000-06-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003014,PAT_01489,DE,Marchalnec,63932,avenue Michaud,45,1998-06-18,2001-02-12,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003015,PAT_01489,FR,Regnierboeuf,15432,chemin Margot Le Roux,76,2001-09-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003016,PAT_01490,CH,Diallo,7092,avenue de Vasseur,126,1977-01-14,1979-02-18,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003017,PAT_01490,DE,Mahenec,64737,chemin Josette Legendre,65,1979-08-24,1982-04-15,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003018,PAT_01490,DE,Maurice,74699,rue de Roy,172,1983-03-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003019,PAT_01491,FR,Baron,57784,rue Nicolas Guilbert,53,1980-02-16,1981-05-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003020,PAT_01491,DE,Sainte Jules-les-Bains,75054,avenue René Gros,66,1982-05-23,1986-07-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003021,PAT_01491,CH,Bonneau,3888,rue de Laine,77,1987-07-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003022,PAT_01492,DE,Pereira-la-Forêt,25547,rue Emmanuelle Blondel,34,2005-07-12,2010-03-24,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003023,PAT_01492,CH,Antoine,3183,chemin Tanguy,113,2010-07-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003024,PAT_01493,CH,Sainte Odette,8670,rue Fernandez,116,2002-09-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003025,PAT_01494,IT,Perez,10498,rue de Garnier,35,1958-01-22,1960-03-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003026,PAT_01494,CH,Barre,5359,rue Sylvie Nicolas,150,1960-05-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003027,PAT_01495,IT,Thomas-les-Bains,26721,boulevard Stéphane Ollivier,42,1992-04-26,1995-12-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003028,PAT_01495,DE,Léger,22726,avenue Véronique Verdier,195,1996-09-16,1999-01-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003029,PAT_01495,IT,Cohen,88658,rue Dumas,79,1999-11-27,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003030,PAT_01496,CH,Letellier-sur-Masson,8663,avenue Denis Bourdon,182,1974-01-22,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003031,PAT_01497,IT,Pascal-les-Bains,33077,chemin Barbe,63,1965-09-19,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003032,PAT_01498,FR,Leblanc-la-Forêt,73691,rue de Mathieu,197,1983-02-18,1987-11-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003033,PAT_01498,DE,Couturier,84718,chemin de Grenier,79,1987-12-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003034,PAT_01499,FR,BaillyVille,58001,avenue de Le Gall,30,1984-11-27,1986-03-15,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003035,PAT_01499,DE,ParisVille,41450,rue Juliette Martel,27,1987-03-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003036,PAT_01500,IT,Bruneau,92571,avenue de Duval,32,1981-11-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003037,PAT_01501,FR,Perrotnec,13407,avenue Claire Pruvost,188,1997-08-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003038,PAT_01502,CH,Lefèvre-sur-Collin,1422,boulevard Berger,33,1973-12-06,1978-08-28,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003039,PAT_01502,CH,Charles,7662,chemin Denis,44,1978-11-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003040,PAT_01503,IT,Saint Jeannineboeuf,64640,chemin Thomas Garnier,122,1982-08-27,1984-10-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003041,PAT_01503,FR,Dupré-sur-Marchand,59614,rue Alexandrie Dumont,44,1985-06-20,1989-05-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003042,PAT_01503,DE,Lesage-sur-Mer,90096,boulevard Philippe Robert,76,1990-02-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003043,PAT_01504,DE,Sainte CamilleBourg,57935,avenue de Rousseau,183,1983-07-21,1985-09-26,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003044,PAT_01504,CH,DeschampsBourg,5977,chemin Victor Lecomte,46,1986-06-28,1987-11-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003045,PAT_01504,DE,Teixeira,36589,chemin de Colin,173,1988-03-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003046,PAT_01505,DE,Saint Thérèse,80841,avenue Juliette Gauthier,155,1980-12-27,1982-09-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003047,PAT_01505,CH,Gay,1628,rue de Gillet,198,1983-02-16,1985-06-04,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003048,PAT_01505,CH,Garnier,9121,avenue Michel Roche,128,1985-09-25,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003049,PAT_01506,DE,Lamy-la-Forêt,79369,boulevard Blanc,156,1955-04-01,1958-04-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003050,PAT_01506,FR,Da Costa,51234,avenue Guillou,152,1958-06-28,1961-10-03,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003051,PAT_01506,DE,Saint LaureVille,58622,rue Henriette Besson,34,1962-06-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003052,PAT_01507,DE,ClercBourg,43692,chemin de Barre,149,2009-04-18,2011-01-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003053,PAT_01507,DE,Sainte Isabelleboeuf,91981,chemin Guillon,167,2011-02-24,2015-01-17,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003054,PAT_01507,FR,Millet,20674,rue de Allard,41,2015-11-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003055,PAT_01508,DE,Lecomtenec,82641,rue de Bigot,16,1980-11-07,1982-01-29,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003056,PAT_01508,CH,Valentin,3744,avenue Monique Garnier,152,1982-04-04,1985-01-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003057,PAT_01508,FR,Girard-la-Forêt,55539,boulevard Paul,81,1985-04-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003058,PAT_01509,DE,Sainte Valérie-la-Forêt,61357,rue de Bigot,102,1968-05-12,1969-08-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003059,PAT_01509,DE,Pierre,79299,rue de Valentin,100,1970-05-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003060,PAT_01510,IT,David-sur-Pineau,12743,chemin Ramos,164,1978-06-15,1981-03-14,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003061,PAT_01510,FR,Baron-la-Forêt,85019,rue Noël Simon,196,1982-01-30,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003062,PAT_01511,CH,Sainte Marguerite,8599,chemin Pelletier,12,1997-01-26,1998-05-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003063,PAT_01511,FR,Saint DanielleBourg,17560,avenue de Grondin,130,1998-07-04,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003064,PAT_01512,IT,Vincent,49968,rue Teixeira,61,1979-10-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003065,PAT_01513,DE,Dupuis-les-Bains,70426,rue Jacques Leclerc,130,1974-01-05,1978-10-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003066,PAT_01513,IT,Louisnec,12637,chemin de Lopez,2,1978-12-18,1981-12-15,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003067,PAT_01513,FR,Guillaume,76037,avenue Bertrand,2,1982-01-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003068,PAT_01514,DE,Mary,29628,chemin Barthelemy,148,2025-07-11,2027-11-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003069,PAT_01514,IT,Hamon,27489,chemin Blanchard,172,2028-06-20,2030-11-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003070,PAT_01514,IT,Humbert,26998,chemin de Bertin,25,2031-11-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003071,PAT_01515,CH,Leclerc-sur-Roux,8337,rue Geneviève Bigot,102,1983-05-29,1986-03-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003072,PAT_01515,FR,Lecoq,45576,chemin Étienne Leclercq,134,1987-01-26,1989-04-14,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003073,PAT_01515,FR,Bonneau,68081,avenue de Collet,191,1989-11-29,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003074,PAT_01516,DE,De Oliveira,49483,avenue Bonnet,79,1993-06-09,1994-11-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003075,PAT_01516,IT,Sainte Hugues,78270,chemin Alain Bonnin,24,1995-11-03,1998-12-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003076,PAT_01516,DE,Blanc,59501,rue Gabriel Chevallier,4,1999-07-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003077,PAT_01517,CH,Robin,3614,boulevard Bonneau,19,1981-06-05,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003078,PAT_01518,CH,Saint Bernadetteboeuf,2333,chemin Michelle Girard,100,1970-01-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003079,PAT_01519,IT,Rocher,96334,chemin Valérie Giraud,42,1997-09-15,1999-08-22,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003080,PAT_01519,IT,FournierVille,33166,rue Élodie Chrétien,81,2000-07-18,2003-08-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003081,PAT_01519,DE,Delmas-sur-Vidal,26186,rue Dijoux,64,2004-07-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003082,PAT_01520,FR,Martins,25981,avenue Julie Chauvet,48,1968-05-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003083,PAT_01521,CH,Tanguy,3082,boulevard de Julien,137,1956-07-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003084,PAT_01522,CH,Ribeiro-sur-Tessier,7687,boulevard de Brun,66,1993-03-08,1997-10-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003085,PAT_01522,IT,Germain,66304,avenue Lopes,83,1997-12-11,2002-10-31,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003086,PAT_01522,FR,Lebrun-les-Bains,70684,chemin de Loiseau,46,2003-04-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003087,PAT_01523,CH,Albertboeuf,3995,chemin Thomas Henry,188,2001-12-01,2004-03-09,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003088,PAT_01523,CH,Buisson,1345,boulevard de Leconte,45,2004-04-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003089,PAT_01524,CH,Nguyen,3321,boulevard Roche,119,1992-04-27,1993-11-01,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003090,PAT_01524,DE,Marinnec,70010,chemin Pénélope De Sousa,4,1994-07-21,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003091,PAT_01525,CH,Saint Édouard,3214,rue de Chevalier,89,2006-07-11,2007-12-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003092,PAT_01525,DE,Rodriguez,96364,rue de Moulin,94,2008-11-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003093,PAT_01526,IT,Weiss,30763,boulevard de Teixeira,12,2012-06-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003094,PAT_01527,CH,Lacroix,4571,chemin de Colin,62,1956-09-12,1958-09-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003095,PAT_01527,CH,Sainte Sébastien-sur-Mer,9467,chemin Margaret Diallo,41,1958-12-12,1960-03-10,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003096,PAT_01527,FR,Faivre,26483,chemin Geneviève Guillou,128,1960-08-25,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003097,PAT_01528,FR,Mendès-sur-Mer,16307,avenue de Dijoux,43,1983-02-17,1984-08-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003098,PAT_01528,DE,Guilbert,61108,rue de Étienne,48,1985-04-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003099,PAT_01529,DE,Guichard,93740,rue Auguste Ferrand,52,1998-11-02,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003100,PAT_01530,IT,Leblanc,11772,rue de Faivre,13,1992-04-25,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003101,PAT_01531,FR,Giraud,50614,chemin Andre,67,1967-05-02,1968-05-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003102,PAT_01531,CH,Pierre-la-Forêt,8697,avenue Claude Lefebvre,88,1969-03-15,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003103,PAT_01532,IT,Rossi-les-Bains,29644,chemin de Lelièvre,51,2004-07-13,2008-06-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003104,PAT_01532,DE,Sainte Christelleboeuf,29768,rue Alfred Morvan,14,2008-11-20,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003105,PAT_01533,FR,Saint Auguste,86725,rue Goncalves,97,2010-10-11,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003106,PAT_01534,CH,Henry,6689,rue de Lacroix,50,1992-10-17,1995-11-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003107,PAT_01534,IT,Maillot-sur-Marchal,61333,rue Pereira,27,1996-10-25,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003108,PAT_01535,FR,Godard-sur-Mer,30670,rue Brunet,149,2009-11-12,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003109,PAT_01536,CH,Monnier-la-Forêt,3809,chemin Marchand,162,1970-11-25,1975-10-16,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003110,PAT_01536,FR,Lejeune,30871,rue Pasquier,155,1976-07-28,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003111,PAT_01537,CH,Noël,1273,chemin Timothée Renaud,152,1971-06-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003112,PAT_01538,FR,Gautierboeuf,39111,rue de Da Costa,46,2031-05-27,2033-02-07,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003113,PAT_01538,FR,Denis,50849,avenue de Camus,145,2034-01-21,2036-04-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003114,PAT_01538,DE,Besnarddan,66387,boulevard de David,156,2036-05-31,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003115,PAT_01539,CH,Saint Lucieboeuf,5300,rue de Guillaume,91,1997-04-07,2000-01-21,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003116,PAT_01539,CH,Briand,4620,chemin de Lemoine,161,2001-01-15,2004-10-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003117,PAT_01539,IT,Roger,22285,avenue de Aubert,98,2005-09-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003118,PAT_01540,IT,Monnier,36837,avenue Juliette Bazin,82,1957-07-28,1961-10-15,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003119,PAT_01540,FR,Saint Léon,95838,avenue de Guyon,80,1962-02-17,1964-05-10,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003120,PAT_01540,FR,Munoz-sur-Roche,54758,rue Leblanc,45,1964-08-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003121,PAT_01541,DE,Perezdan,32704,rue Bourgeois,103,2005-03-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003122,PAT_01542,CH,Rousselboeuf,2316,chemin Yves Dos Santos,172,1987-06-20,1989-01-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003123,PAT_01542,FR,Vaillantdan,28249,rue Louise Weber,11,1989-07-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003124,PAT_01543,FR,Saint Martin,94656,avenue Roland Simon,19,2010-12-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003125,PAT_01544,CH,Rey-sur-Garcia,9799,boulevard de Samson,31,1995-06-11,2000-03-14,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003126,PAT_01544,IT,Joubert-sur-Lesage,61586,boulevard de Chevalier,77,2000-08-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003127,PAT_01545,IT,Ramos-sur-Besson,19692,avenue Grenier,7,1980-02-13,1982-01-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003128,PAT_01545,CH,Nguyendan,2274,avenue de Colas,100,1982-10-24,1987-07-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003129,PAT_01545,FR,Seguin-sur-Moreno,24053,boulevard Nicolas,143,1987-12-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003130,PAT_01546,FR,Imbert-sur-Denis,28480,boulevard de Charpentier,11,2007-01-02,2011-08-12,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003131,PAT_01546,CH,Normanddan,9571,avenue Georges Giraud,110,2012-06-22,2016-12-08,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003132,PAT_01546,DE,Delmas,72676,boulevard Grenier,102,2017-07-18,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003133,PAT_01547,CH,Saint Guy,7332,rue Agnès Marques,142,1981-05-10,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003134,PAT_01548,CH,Sainte Claudeboeuf,1280,avenue de Carpentier,176,1994-04-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003135,PAT_01549,DE,Lacroixboeuf,79920,rue Gaillard,156,2027-07-03,2029-07-25,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003136,PAT_01549,FR,Fontaine-les-Bains,66397,boulevard de Texier,106,2030-06-23,2032-08-06,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003137,PAT_01549,IT,Lejeunenec,20703,avenue de Rossi,34,2033-08-01,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003138,PAT_01550,CH,Gimenez,9126,chemin de Lecomte,166,2021-11-13,2026-02-02,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003139,PAT_01550,DE,Saint Alice-les-Bains,25432,rue Mendès,134,2026-04-16,2027-05-05,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003140,PAT_01550,IT,MonnierBourg,43626,boulevard Philippe Pinto,200,2027-10-03,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003141,PAT_01551,IT,Bonneau,43130,chemin Marianne Charpentier,22,1986-01-13,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003142,PAT_01552,CH,Chevalier,8073,chemin Monnier,18,2011-03-12,2012-06-10,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003143,PAT_01552,FR,CostaBourg,35967,rue de Martins,123,2012-10-17,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003144,PAT_01553,FR,Saint Célina,17244,boulevard Arnaude Dupont,67,1968-10-26,1970-09-13,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003145,PAT_01553,DE,Lombardboeuf,47167,avenue de Bourdon,63,1971-08-08,1974-10-19,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003146,PAT_01553,IT,Raynaud-sur-Mer,23681,boulevard Théophile Martins,142,1975-09-08,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003147,PAT_01554,FR,Renard,55204,rue Charles,182,1975-09-14,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003148,PAT_01555,IT,Baron-sur-Lecoq,89492,rue Nicole Roussel,26,1959-07-12,1964-05-23,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003149,PAT_01555,FR,Barre,82773,boulevard de Lesage,79,1964-09-07,,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003150,PAT_01556,FR,Sainte Guillaume,67146,rue de Boulay,105,1966-02-04,1971-01-11,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003151,PAT_01556,IT,Blanchet-sur-Nicolas,60148,rue de Normand,141,1971-02-24,1974-05-20,2025-01-01 00:00:00,2025-01-01 00:00:00
ADR_0003152,PAT_01556,IT,Rousseau,34246,boulevard de Fouquet,133,1975-01-23,,2025-01-01 00:00:00,2025-01-01 00:00:00
