patient_code,prenom,nom,sexe_code,date_naissance,ville_naissance,pays_naissance_code,nationalite_code,date_deces,ville_deces,etat_civil_code,numero_securite_sociale,confession_code,indicateur_vip,date_creation,date_derniere_modification
PAT_02832,Maryse,Hardy,F,1962-07-19,BlanchetBourg,FR,FR,,,DI,1045498046065,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02833,Jérôme,Bègue,F,1987-04-01,Benard,DE,DE,,,VE,6055773904554,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02834,Marcelle,Fouquet,F,2008-04-03,Maillot-sur-Jacques,FR,FR,2012-11-02,Lopes,DI,7738007789819,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02835,Sabine,Ledoux,M,1978-01-23,Carlier,DE,DE,,,SE,3165098338127,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02836,Daniel,Imbert,F,1997-01-04,Malletdan,IT,IT,,,CE,6989847384395,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02837,Julie,Delmas,M,1961-06-24,Bruneau,CH,CH,,,CE,4962003230201,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02838,Mathilde,Guillou,M,1974-11-18,Poirier-les-Bains,DE,DE,,,MA,5550518176142,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02839,Marthe,Breton,F,1968-05-08,Blin-sur-Lévêque,DE,DE,,,IN,1108002649135,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02840,Isabelle,Maurice,M,1983-10-12,MercierVille,DE,DE,,,CE,1779105372565,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02841,Antoine,Peron,F,1981-04-09,Grondin,FR,ES,1982-03-09,Saint Colettedan,SE,1277606625957,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02842,Tristan,Samson,F,1957-02-05,Leleu,IT,IT,,,DI,7421940478913,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02843,Susan,Peron,F,1954-11-14,Duval,IT,IT,,,IN,9126382794145,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02844,Jérôme,Petitjean,M,1950-10-15,Faivrenec,FR,FR,,,DI,0382429852704,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02845,Christophe,Bonnet,M,1964-05-10,Deschamps-sur-Noël,IT,DE,,,DI,4965913110152,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02846,Auguste,Bouvet,M,1990-09-03,Sainte Pauletteboeuf,IT,ES,,,CE,6886608823235,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02847,Julie,Lefort,F,1987-06-23,Saint Tristan,FR,FR,,,IN,5703176810132,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02848,Franck,Rocher,F,1980-04-02,Hoareau-les-Bains,CH,CH,,,CE,7454517330165,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02849,Lucie,Baudry,M,1982-08-13,Bourgeois-sur-Mer,IT,IT,2005-06-21,Marin,MA,1728642136017,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02850,Brigitte,Potier,M,1980-03-06,Jean,FR,FR,,,IN,9651644180540,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02851,Luc,Traore,F,1964-09-24,Gay,CH,CH,2013-10-13,OlivierBourg,SE,9909798965913,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02852,Isabelle,Laurent,F,1981-01-28,Saint Arthur-les-Bains,DE,DE,,,MA,9167165670986,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02853,Aimé,Alves,F,1984-09-11,DuhamelBourg,CH,CH,,,SE,5285794015415,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02854,Zacharie,Gonzalez,M,2000-10-18,Mahe-sur-Mer,IT,IT,2018-08-07,Masse,SE,0851496675716,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02855,Valérie,Reynaud,M,1958-04-04,Benardboeuf,FR,FR,,,CE,9699571395700,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02856,Laure,Vaillant,F,1968-06-03,Mercier,FR,FR,,,CE,8789303814760,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02857,Brigitte,Launay,F,1994-03-24,GuérinBourg,DE,DE,,,SE,9537621098532,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02858,Gilbert,Blondel,M,1958-01-14,Roussel,DE,DE,,,CE,9730375374508,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02859,Georges,Didier,M,1950-12-13,Roux,FR,FR,,,SE,0496729427919,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02860,Joséphine,Gimenez,M,1963-08-23,Simon,CH,CH,,,VE,8882397970877,SANS,true,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02861,Maurice,Charpentier,F,1992-03-24,Perrier,IT,IT,1999-03-04,Mercier,CE,3674009254270,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02862,Hugues,Hervé,M,1956-12-28,Saint Dominique-la-Forêt,CH,CH,,,DI,1488305450827,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02863,Andrée,Maurice,M,1988-09-26,Saint Isabelle,DE,DE,,,SE,8846748223286,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02864,Charlotte,Charles,M,1971-01-10,Saint Yves,DE,DE,,,VE,7426588406612,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02865,Astrid,Bertin,F,1954-07-22,Daniel,CH,FR,,,IN,8116076210969,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02866,Paulette,Lopez,M,1976-12-06,Martins,CH,CH,1980-04-03,Peronboeuf,CE,1092443295405,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02867,Olivie,Dupré,M,1994-07-10,Saint Clémence,FR,US,,,VE,4727318897060,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02868,David,Thibault,F,1951-04-15,Boutin-sur-Salmon,IT,GB,,,CE,1473736704870683172,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02869,Susan,Da Silva,M,1800-01-01,Guérin,DE,ES,2016-04-28,JosephBourg,,2713424706492,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02870,Françoise,Voisin,F,1994-08-26,Dupuy,CH,CH,,,CE,8952414345646,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02871,Monique,Dupont,M,1980-02-27,Saint Colette-sur-Mer,CH,FR,,,IN,7599794975675,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02872,Manon,Marty,F,1977-08-13,Martel-la-Forêt,DE,US,,,CE,8169403242216,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02873,Sabine,Dumas,M,1972-04-23,Saint André,FR,IT,,,IN,4610049835900,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02874,Philippine,Pierre,F,1998-10-18,Raynaudnec,FR,FR,2020-02-18,,MA,7653979005783,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02875,Maggie,Pottier,M,1984-01-16,Sainte Bernard,IT,IT,,,SE,3545136402942,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02876,Amélie,Gosselin,M,1952-11-22,Grenier-les-Bains,IT,IT,1958-06-19,Boutinnec,MA,9592419716655,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02877,Emmanuelle,Dos Santos,M,1952-02-18,Sainte Georgesboeuf,CH,CH,,,VE,3253836144917,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02878,Adrienne,Leclercq,M,1991-07-11,Nguyen,CH,CH,2018-09-16,,SE,6117370215384,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02879,Bertrand,Gomez,F,1973-06-21,Morin,DE,FR,,,MA,3124346662913,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02880,Jacqueline,Dubois,M,1961-02-11,Pasquier,FR,FR,1988-12-04,DuhamelVille,CE,0584984475393,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02881,Suzanne,Garcia,F,1980-05-17,Boyer,CH,US,,,IN,3694175180075,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02882,Denis,Boyer,F,1971-06-09,Navarro,FR,FR,,,SE,5879050730907,UNKNOWN,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02883,Jules,Carre,M,1993-11-17,Sainte Adèle,IT,IT,,,DI,1396286338975,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02884,Josette,Bègue,F,1992-02-06,Klein,CH,CH,,,IN,3939427282881,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02885,Gilles,Seguin,M,1973-12-20,VoisinBourg,DE,DE,,,MA,4770648133578,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02886,Margaux,Garnier,M,1987-03-09,Sainte Émilie-sur-Mer,IT,FR,,,CE,3939396062638,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02887,Clémence,Munoz,M,1957-10-05,Vasseur,IT,IT,,,IN,5456031868659,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02888,Capucine,Delannoy,F,1988-05-17,Poulain,CH,FR,,,SE,4827719591199,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02889,Renée,Courtois,F,1964-07-10,Guibert,IT,IT,,,VE,8440147082319,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02890,Patrick,Laine,M,1991-03-12,Julien,FR,FR,,,SE,2718045591289,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02891,Marthe,Allard,M,1956-11-27,DuvalVille,DE,US,,,IN,6365183704702,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02892,Adélaïde,Bouchet,F,1957-11-23,Vallée-sur-Guyot,FR,FR,,,VE,2035813979519,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02893,Édouard,Martins,M,2014-11-06,Dijoux,IT,IT,,,CE,7235919988552,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02894,Nicolas,Schneider,M,1989-08-16,LacroixBourg,CH,CH,,,IN,8554220548729,UNKNOWN,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02895,Alix,Pages,F,1992-12-22,Da Silva,DE,DE,,,DI,3706323001719,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02896,Noël,Rocher,M,1972-08-26,Delahayedan,DE,DE,,,SE,6215674863747,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02897,Gabriel,Lefebvre,F,1963-07-13,Fontaine-la-Forêt,FR,ES,,,VE,8717584053188,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02898,Roger,Pruvost,F,1961-03-17,RibeiroBourg,DE,DE,,,MA,6003410588287,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02899,Charles,Lopes,F,1955-08-03,Jacob-sur-Costa,IT,IT,,,IN,0970644071253,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02900,Alfred,Weber,M,2004-02-11,HebertVille,IT,IT,,,DI,7820158113083,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02901,Maurice,Leclerc,M,1954-07-21,Gonzaleznec,IT,IT,,,MA,3450896071376,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02902,Élisabeth,Roux,F,1992-09-02,David,DE,DE,,,VE,0640511832840,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02903,Élodie,Ledoux,M,1992-05-24,Michel,IT,IT,,,,9353173246155,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02904,Julie,Faivre,F,1995-02-03,Charles,FR,CH,,,CE,6892658352738,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02905,Suzanne,Chrétien,F,2020-07-26,Fabre-sur-Boulay,IT,IT,,,IN,4568470931957,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02906,Antoine,Leblanc,M,1971-10-04,Gay-sur-Launay,FR,FR,,,SE,9493078457844,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02907,Sabine,Chauveau,M,1997-03-26,Saint Françoise,FR,FR,,,VE,6502860118376,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02908,Amélie,Mace,M,2002-09-03,Joubert,CH,CH,,,DI,0470844445325,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02909,Célina,Lamy,F,1994-02-19,Fouquet-sur-Duhamel,IT,IT,,,MA,2658216551462,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02910,Pauline,Paul,M,1950-01-18,Goncalves,DE,DE,,,CE,7222855693149,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02911,Alex,Bigot,F,1985-02-24,Payet,CH,CH,,,VE,1990377731102,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02912,Alexandre,Guyot,M,1962-08-22,Clément,IT,ES,,,DI,1514940074672,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02913,Paul,Pires,F,1989-09-18,Colletboeuf,CH,CH,,,SE,0760595587042,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02914,Henriette,Delaunay,F,1979-07-19,Sainte Agnès,DE,DE,,,DI,9660702873723,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02915,René,Delmas,F,1957-03-04,Guibert,DE,GB,,,VE,6827342890426,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02916,Suzanne,Leleu,F,1968-05-13,Richard-sur-Denis,CH,CH,,,IN,9589932191330,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02917,Thibault,Colas,M,1956-08-20,Aubry,IT,IT,,,IN,5044624044163,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02918,Camille,Colin,F,1995-12-25,PintoVille,DE,DE,2003-08-19,Petitdan,CE,7421206605808,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02919,Auguste,Pelletier,M,1950-03-24,Diaz-sur-Mer,CH,CH,,,MA,7242075308772,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02920,Anouk,Boyer,F,1977-07-15,Chevalier-sur-Baron,FR,FR,,,CE,0150085854914,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02921,Juliette,Courtois,M,1977-08-26,Andre,FR,FR,,,VE,5261718670968,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02922,Brigitte,Arnaud,F,1997-08-05,Gosselin,CH,US,,,VE,4713325819634,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02923,Simone,Baron,M,1951-01-10,Costa,FR,FR,,,CE,5393058187624,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02924,Gilbert,Dumas,F,2013-02-01,Caron,CH,CH,,,IN,1618932986536,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02925,Laure,Bègue,M,1969-06-01,Saint Gabriel,CH,CH,,,SE,3743612514261,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02926,Marcelle,Morel,M,2020-11-03,Pottier,FR,FR,2022-04-18,Besnardboeuf,CE,0060328979573,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02927,Augustin,Lenoir,F,2012-07-24,Bonnet,IT,IT,,,MA,2072594037649,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02928,Michèle,Poirier,F,1965-01-19,Durand,IT,IT,,,CE,5549422851413,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02929,Margaret,Benard,M,1959-06-11,WagnerVille,DE,FR,,,DI,5613111372367,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02930,Joséphine,Huet,M,1982-03-24,Nicolas,CH,GB,,,CE,1111890983087,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02931,Denis,Guillou,M,1964-04-02,MarieBourg,CH,CH,,,IN,8602082896818,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02932,Noël,Martins,F,1998-06-21,Masse,DE,DE,,,SE,8058877968076,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02933,Alix,Bazin,M,1961-05-10,Guérinnec,DE,DE,,,,8648409270290,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02934,Roland,Meunier,M,2009-03-26,Sainte Julie,FR,GB,2024-07-18,Daniel,CE,3639159658668,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02935,Anouk,Gilles,M,1953-04-27,Lelièvre,IT,IT,,,CE,6793263345708,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02936,Théodore,Loiseau,M,1980-06-27,Saint Alexandrie,DE,DE,,,MA,5849089571070,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02937,Benjamin,Charpentier,F,1950-03-06,Maury,FR,IT,,,SE,8552295094436,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02938,André,Gautier,F,1984-09-26,Lecomte-sur-Bouvier,IT,IT,,,IN,8174575768263,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02939,Danielle,Auger,M,1993-01-21,Blinboeuf,CH,ES,,,IN,0365907746743,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02940,Martin,Hoareau,F,2019-12-22,David-sur-Descamps,DE,DE,,,CE,3334317274963,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02941,Monique,Gérard,IN,2012-04-24,LedouxBourg,IT,IT,,,DI,0158526323107,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02942,Denis,Hubert,M,1995-11-11,Gaudin-sur-Bruneau,DE,DE,,,IN,0542011866827,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02943,Louise,Lévy,F,1969-01-03,TanguyBourg,CH,CH,,,VE,1827151319482,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02944,Camille,Evrard,M,1958-08-14,Sainte Margaux,FR,FR,,,SE,1886835473745,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02945,Édith,Dijoux,F,1994-08-06,Prévost-la-Forêt,DE,DE,,,IN,9807123367812,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02946,Léon,Bruneau,M,1967-03-27,Berger,FR,FR,,,SE,0414588613643,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02947,Vincent,Berger,F,1998-01-13,Grondin,FR,FR,,,SE,4840042109979,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02948,Cécile,Gomes,M,1979-07-23,Saint Capucinenec,CH,CH,,,SE,6793992783607,UNKNOWN,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02949,Agnès,Chevalier,M,1995-10-16,Vaillant,FR,DE,,,IN,3810136240831,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02950,Corinne,Garnier,M,1959-12-23,Guibert,DE,DE,,,VE,5632250546788,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02951,Christine,Texier,M,1985-01-25,Pons,IT,IT,1990-04-10,Rolland-les-Bains,CE,3714243880137,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02952,Élise,Moulin,M,1967-10-06,Parent-les-Bains,IT,US,,,IN,5738537512207,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02953,Julie,Bertin,F,1970-10-22,Leblanc,CH,CH,,,MA,7032133780068,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02954,Thomas,Lemaire,F,1976-05-05,Sainte Astrid-les-Bains,FR,FR,,,CE,9320082244913,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02955,Hortense,Costa,F,1956-01-17,Arnaud,IT,IT,,,VE,6406415118222,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02956,Cécile,Garcia,F,1995-03-24,Mathieu,IT,IT,,,MA,2139928581427,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02957,Astrid,Charles,F,1958-02-23,Mendèsdan,IT,IT,1968-10-11,Saint Arthurnec,SE,2105978428143,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02958,André,Blot,IN,1995-11-20,Legrand,IT,IT,,,MA,9817630191154,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02959,Gilles,Buisson,M,1957-07-23,Chevalliernec,DE,CH,,,IN,4882064562009,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02960,Adrienne,Rodriguez,F,1995-08-07,Grenier-sur-Mer,DE,DE,,,DI,3972520565679,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02961,Michèle,Cousin,M,1977-08-27,Sainte Valérieboeuf,CH,FR,,,VE,0130597253324,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02962,Jeanne,Raynaud,M,1952-08-22,Nicolas-sur-Mace,FR,FR,,,SE,8619202285404,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02963,Benjamin,Legrand,F,1955-07-28,Pons,DE,DE,,,SE,1562258481906,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02964,Anouk,Lombard,F,1991-12-20,Traorenec,FR,FR,,,SE,0564971729126,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02965,Stéphane,Boulay,M,1965-04-09,Bonnin-les-Bains,IT,IT,1979-10-15,Ramos,SE,3310208520564,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02966,Pauline,Pruvost,F,1962-05-09,Perez-les-Bains,CH,CH,,,CE,5197439504449,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02967,Aimé,Allain,M,1998-11-01,Lemaître-sur-Parent,IT,IT,2005-02-27,Gilletboeuf,CE,7949442283299,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02968,Brigitte,Schmitt,F,1979-05-05,Mace-la-Forêt,DE,ES,,,VE,5509478641638,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02969,Pénélope,Pereira,M,1992-02-01,Léger,IT,IT,,,SE,1894623116655,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02970,Clémence,Leblanc,F,1977-04-01,Sainte Sébastien,CH,IT,,,IN,0156407556941,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02971,Tristan,Jacob,F,1996-08-07,Boulay,IT,IT,,,DI,9625774161656,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02972,Joseph,Meunier,M,1979-07-10,Saint Aurore,CH,CH,,,DI,1711069679693,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02973,Diane,Lopes,M,2009-10-21,Chauvet-sur-Bouvier,DE,FR,,,CE,2851562837947,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02974,Eugène,Perrot,F,1981-12-07,Gaillard,FR,FR,,,VE,8676053450358,UNKNOWN,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02975,Georges,Hervé,M,1956-07-22,Coulon,IT,ES,,,IN,6184648760857,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02976,Brigitte,Hubert,M,1951-04-28,Hervé,DE,FR,,,IN,6622719217366,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02977,Raymond,Seguin,M,1977-07-15,Saint Margot-la-Forêt,FR,CH,1988-08-22,Pereira,VE,2365761476657,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02978,Lucas,Courtois,M,1951-03-06,Faivre-les-Bains,DE,DE,,,IN,3494572449176,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02979,Antoine,Joseph,F,1961-07-04,Saint Aimé,IT,IT,,,IN,5781833807033,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02980,Claudine,Michel,M,1998-07-16,Martins,CH,CH,,,DI,8519838606962,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02981,Roland,Masse,F,1988-06-14,Foucherdan,CH,CH,,,DI,9758638040441,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02982,Dorothée,Marchand,M,1975-11-21,ColletBourg,CH,CH,,,MA,5396104808805,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02983,Michelle,Munoz,M,1966-11-19,Sainte Auroredan,DE,DE,,,IN,2493871389927,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02984,Rémy,Fernandez,M,1992-05-25,Lopes,IT,IT,,,CE,9057301995261,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02985,Nath,Laroche,M,2000-11-15,Sainte SuzanneBourg,FR,IT,,,IN,3051281637996,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02986,Noémi,Louis,F,2100-01-01,Sainte Huguesboeuf,FR,ES,,,CE,9570015034316,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02987,Robert,De Sousa,F,1996-06-13,MailletBourg,FR,FR,,,DI,7120574921386,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02988,Maryse,Lagarde,F,1983-10-15,Morel,FR,FR,,,IN,4564531076907,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02989,Aurore,Roussel,F,1993-10-13,Prévost-sur-Mer,CH,CH,,,VE,5934571615633,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02990,Zoé,Pascal,F,1955-01-25,Saint Patrick,CH,GB,,,DI,3672684730816,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02991,Guillaume,Coste,M,1971-01-07,Vasseur-sur-Mer,IT,CH,,,VE,8042485116883,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02992,Rémy,Lelièvre,M,1954-05-26,Vallée,FR,FR,,,VE,3466766829300,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02993,Sylvie,Lemoine,M,1950-04-17,Carre-les-Bains,DE,DE,,,CE,8508825704455,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02994,Louis,Bousquet,F,1973-11-17,Saint Adriennec,DE,DE,,,DI,8054794898301,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_02995,Daniel,Marin,F,1953-09-01,Bourdon-sur-Mer,DE,DE,,,IN,9856760042709,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
